Fire Date,Fire Time,Source,Latitude,Longitude,State,District,Circle,Division,Range,Block/Section/Round,Beat,Forest Block,Compartment No,
"2021-11-11","02:07:15","SNPP","15° 16' 41""N","74° 08' 52""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","SANVORDEM BEAT",,,
"2021-12-03","01:54:57","SNPP","15° 16' 42""N","74° 08' 52""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","SANVORDEM BEAT",,,
"2021-12-17","02:32:19","SNPP","15° 22' 22""N","74° 08' 28""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","COLEM RANGE","DHARBANDORA BLOCK","TATODI 2 BEAT",,,
"2021-12-18","02:13:23","SNPP","15° 16' 38""N","74° 08' 58""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","SANVORDEM BEAT",,,
"2022-01-11","14:12:49","SNPP","15° 44' 51""N","73° 52' 45""E","GOA","NORTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","PERNEM RANGE","PERNEM BLOCK","CHANDEL BEAT",,,
"2022-01-11","14:12:49","SNPP","15° 44' 51""N","73° 52' 46""E","GOA","NORTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","PERNEM RANGE","PERNEM BLOCK","CHANDEL BEAT",,,
"2022-01-29","02:25:12","SNPP","15° 11' 36""N","74° 18' 12""E","GOA","SOUTH GOA","WILDLIFE CIRCLE","SOUTH GOA WILDLIFE DIVISION","NETRAVALI WLS RANGE","BHATI BLOCK","BHATI BEAT",,,
"2022-01-29","02:25:12","SNPP","15° 11' 36""N","74° 18' 12""E","GOA","SOUTH GOA","WILDLIFE CIRCLE","SOUTH GOA WILDLIFE DIVISION","NETRAVALI WLS RANGE","BHATI BLOCK","CUMBARI BEAT",,,
"2022-01-29","02:25:12","SNPP","15° 11' 39""N","74° 17' 54""E","GOA","SOUTH GOA","WILDLIFE CIRCLE","SOUTH GOA WILDLIFE DIVISION","NETRAVALI WLS RANGE","BHATI BLOCK","BHATI BEAT",,,
"2022-01-29","02:25:12","SNPP","15° 11' 39""N","74° 17' 54""E","GOA","SOUTH GOA","WILDLIFE CIRCLE","SOUTH GOA WILDLIFE DIVISION","NETRAVALI WLS RANGE","BHATI BLOCK","CUMBARI BEAT",,,
"2022-02-15","02:06:31","SNPP","15° 16' 42""N","74° 08' 57""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","SANVORDEM BEAT",,,
"2022-02-17","14:18:14","SNPP","15° 01' 31""N","74° 04' 01""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","CANACONA RANGE","CANACONA BLOCK","CHAPOLI BEAT",,,
"2022-03-01","13:53:53","SNPP","15° 21' 03""N","74° 09' 31""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","COLEM RANGE","MOLEM BLOCK","SUKTOLIM (S) BEAT",,,
"2022-03-06","14:00:16","SNPP","15° 02' 02""N","74° 09' 50""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","CANACONA RANGE","SHISHEVOL BLOCK","AVEM BEAT",,,
"2022-03-10","14:24:51","SNPP","15° 06' 51""N","74° 10' 57""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","CURDI RANGE","COLOMBA BLOCK","CURPEM BEAT",,,
"2022-03-10","14:24:51","SNPP","15° 06' 52""N","74° 11' 08""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","CURDI RANGE","COLOMBA BLOCK","CURPEM BEAT",,,
"2022-03-10","14:24:51","SNPP","15° 06' 52""N","74° 11' 08""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","CURDI RANGE","VINCHUNDREM BLOCK","VINCHUNDREM BEAT",,,
"2022-03-14","01:59:53","SNPP","15° 32' 50""N","73° 51' 37""E","GOA","NORTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","PANAJI RANGE","BARDEZ - 2 BLOCK","BARDEZ - 2 BEAT",,,
"2022-03-21","14:18:42","SNPP","15° 21' 41""N","74° 09' 00""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","COLEM RANGE","DHARBANDORA BLOCK","TATODI 2 BEAT",,,
"2022-03-21","14:18:42","SNPP","15° 42' 03""N","73° 50' 27""E","GOA","NORTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","PERNEM RANGE","PERNEM BLOCK","CHANDEL BEAT",,,
"2022-03-21","14:18:42","SNPP","15° 42' 14""N","73° 50' 16""E","GOA","NORTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","PERNEM RANGE","PERNEM BLOCK","CHANDEL BEAT",,,
"2022-04-03","13:35:25","SNPP","15° 09' 47""N","74° 04' 56""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","QUEPEM RANGE","RIVONA BLOCK","KERI BEAT",,,
"2022-04-03","13:35:25","SNPP","15° 18' 15""N","74° 11' 15""E","GOA","SOUTH GOA","WILDLIFE CIRCLE","NORTH GOA WILDLIFE DIVISION","MOLEM WLS RANGE","CALEM BLOCK","SIGAO BEAT",,,
"2022-11-02","13:41:59","SNPP","15° 44' 49""N","73° 51' 55""E","GOA","NORTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","PERNEM RANGE","PERNEM BLOCK","MOPA BEAT",,,
"2022-11-23","13:47:53","SNPP","15° 13' 18""N","74° 05' 47""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","QUEPEM RANGE","RIVONA BLOCK","SIRVOI BEAT",,,
"2022-11-23","13:47:53","SNPP","15° 13' 20""N","74° 06' 00""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","QUEPEM RANGE","RIVONA BLOCK","SIRVOI BEAT",,,
"2022-12-10","02:19:12","SNPP","15° 16' 37""N","74° 08' 53""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","SANVORDEM BEAT",,,
"2022-12-20","13:41:58","SNPP","15° 20' 51""N","74° 08' 32""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","CODLI BEAT",,,
"2022-12-24","14:07:16","SNPP","14° 55' 44""N","74° 06' 42""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","CANACONA RANGE","POINGUINIM BLOCK","LOLIEM BEAT",,,
"2023-01-01","02:07:36","SNPP","15° 29' 51""N","74° 12' 09""E","GOA","NORTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","VALPOI RANGE","GAUNEM BLOCK","CARAMBOLIM-BUZURCO BEAT",,,
"2023-01-01","02:07:36","SNPP","15° 29' 51""N","74° 12' 09""E","GOA","NORTH GOA","WILDLIFE CIRCLE","NORTH GOA WILDLIFE DIVISION","MEDAI WLS RANGE","CARANZOL BLOCK","ASSODEM BEAT",,,
"2023-01-01","02:07:36","SNPP","15° 29' 51""N","74° 12' 09""E","GOA","NORTH GOA","WILDLIFE CIRCLE","NORTH GOA WILDLIFE DIVISION","MEDAI WLS RANGE","CARANZOL BLOCK","CARANZOL-1 BEAT",,,
"2023-01-09","14:07:30","SNPP","15° 03' 53""N","73° 58' 41""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","PISSORNEM RANGE","FATORPA BLOCK","COLA BEAT",,,
"2023-01-09","14:07:30","SNPP","15° 03' 53""N","73° 58' 34""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","PISSORNEM RANGE","FATORPA BLOCK","COLA BEAT",,,
"2023-01-12","13:11:27","SNPP","15° 26' 05""N","74° 12' 01""E","GOA","SOUTH GOA","WILDLIFE CIRCLE","NORTH GOA WILDLIFE DIVISION","MOLEM WLS RANGE","MOLEM BLOCK","SURLA -2 BEAT",,,
"2023-01-22","02:14:13","SNPP","15° 01' 34""N","74° 12' 23""E","GOA","SOUTH GOA","WILDLIFE CIRCLE","SOUTH GOA WILDLIFE DIVISION","COTIGAO WLS RANGE","COTIGAO(NORTH) BLOCK","EDDA BEAT",,,
"2023-02-06","13:42:40","SNPP","15° 22' 07""N","74° 09' 41""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","COLEM RANGE","DHARBANDORA BLOCK","TATODI 2 BEAT",,,
"2023-02-06","13:42:40","SNPP","15° 22' 07""N","74° 09' 41""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","COLEM RANGE","MOLEM BLOCK","SUKTOLIM (N) BEAT",,,
"2023-02-14","14:32:34","SNPP","15° 22' 20""N","74° 08' 18""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","COLEM RANGE","DHARBANDORA BLOCK","TATODI 2 BEAT",,,
"2023-02-14","14:32:34","SNPP","15° 22' 38""N","74° 08' 13""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","COLEM RANGE","DHARBANDORA BLOCK","TATODI 2 BEAT",,,
"2023-02-16","13:55:26","SNPP","15° 10' 37""N","74° 15' 50""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","SANGUEM BLOCK","MAIDA BEAT",,,
"2023-02-16","13:55:26","SNPP","15° 10' 37""N","74° 15' 50""E","GOA","SOUTH GOA","WILDLIFE CIRCLE","SOUTH GOA WILDLIFE DIVISION","NETRAVALI WLS RANGE","BHATI BLOCK","CUMBARI BEAT",,,
"2023-02-16","13:55:26","SNPP","15° 19' 39""N","74° 07' 57""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","CODLI BEAT",,,
"2023-02-16","13:55:26","SNPP","15° 19' 41""N","74° 08' 10""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","CODLI BEAT",,,
"2023-02-17","13:36:31","SNPP","15° 19' 32""N","74° 08' 29""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","CODLI BEAT",,,
"2023-02-17","13:36:31","SNPP","15° 19' 45""N","74° 08' 27""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","CODLI BEAT",,,
"2023-02-17","13:36:31","SNPP","15° 19' 52""N","74° 08' 30""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","CODLI BEAT",,,
"2023-02-18","02:07:35","SNPP","15° 19' 56""N","74° 08' 35""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","CODLI BEAT",,,
"2023-02-21","14:01:49","SNPP","15° 15' 29""N","74° 10' 00""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","COLEM RANGE","CALEM BLOCK","COSTI BEAT",,,
"2023-02-26","14:08:12","SNPP","15° 30' 03""N","73° 56' 10""E","GOA","NORTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","PANAJI RANGE","TISWADI - 2 BLOCK","TISWADI - 2 BEAT",,,
"2023-02-27","13:48:34","SNPP","15° 20' 15""N","74° 04' 49""E","GOA","NORTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","PONDA RANGE","SHIRODA BLOCK","NIRANCAL BEAT",,,
"2023-02-27","13:48:34","SNPP","15° 20' 15""N","74° 04' 49""E","GOA","NORTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","PONDA RANGE","SHIRODA BLOCK","SHIRODA BEAT",,,
"2023-02-28","13:29:39","SNPP","15° 03' 13""N","74° 06' 27""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","CANACONA RANGE","GAONDONDRI BLOCK","KARVEM BEAT",,,
"2023-03-03","14:13:53","SNPP","15° 30' 19""N","74° 03' 46""E","GOA","NORTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","QUERIM RANGE","BICHOLIM BLOCK","SURLA BEAT",,,
"2023-03-04","13:54:57","SNPP","14° 58' 08""N","74° 06' 46""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","CANACONA RANGE","POINGUINIM BLOCK","TIRWAL BEAT",,,
"2023-03-04","13:54:57","SNPP","15° 04' 06""N","74° 01' 48""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","PISSORNEM RANGE","PISSORNEM BLOCK","BARCEM BEAT",,,
"2023-03-05","13:36:02","SNPP","15° 05' 40""N","74° 10' 27""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","CURDI RANGE","VINCHUNDREM BLOCK","VINCHUNDREM BEAT",,,
"2023-03-05","13:36:02","SNPP","15° 05' 40""N","74° 10' 27""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","QUEPEM RANGE","MAINA BLOCK","SULCORNA BEAT",,,
"2023-03-05","13:36:02","SNPP","15° 07' 21""N","74° 09' 36""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","CURDI RANGE","COLOMBA BLOCK","CURPEM BEAT",,,
"2023-03-05","13:36:02","SNPP","15° 07' 21""N","74° 09' 36""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","QUEPEM RANGE","MAINA BLOCK","SULCORNA BEAT",,,
"2023-03-05","13:36:02","SNPP","15° 19' 47""N","74° 12' 49""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","COLEM RANGE","COLEM BLOCK","SIGAO 1 BEAT",,,
"2023-03-05","13:36:02","SNPP","15° 19' 47""N","74° 12' 49""E","GOA","SOUTH GOA","WILDLIFE CIRCLE","NORTH GOA WILDLIFE DIVISION","MOLEM WLS RANGE","CALEM BLOCK","SIGAO BEAT",,,
"2023-03-05","13:36:02","SNPP","15° 23' 29""N","74° 12' 31""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","COLEM RANGE","SANCORDA BLOCK","SANCORDEM BEAT",,,
"2023-03-06","02:07:49","SNPP","15° 37' 58""N","74° 13' 03""E","GOA","NORTH GOA","WILDLIFE CIRCLE","NORTH GOA WILDLIFE DIVISION","MEDAI WLS RANGE","CODAL BLOCK","SATREM BEAT",,,
"2023-03-06","02:07:49","SNPP","15° 43' 52""N","73° 53' 27""E","GOA","NORTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","PERNEM RANGE","PERNEM BLOCK","CHANDEL BEAT",,,
"2023-03-06","13:17:49","SNPP","14° 57' 29""N","74° 08' 19""E","GOA","SOUTH GOA","WILDLIFE CIRCLE","SOUTH GOA WILDLIFE DIVISION","COTIGAO WLS RANGE","COTIGAO(SOUTH) BLOCK","TIRWAL BEAT",,,
"2023-03-06","13:17:49","SNPP","15° 38' 05""N","74° 07' 16""E","GOA","NORTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","QUERIM RANGE","KERI BLOCK","PONSULI BEAT",,,
"2023-03-06","13:17:49","SNPP","15° 38' 05""N","74° 07' 16""E","GOA","NORTH GOA","WILDLIFE CIRCLE","NORTH GOA WILDLIFE DIVISION","MEDAI WLS RANGE","CHORAUNDEM BLOCK","IVREM BEAT",,,
"2023-03-06","13:17:49","SNPP","15° 40' 50""N","73° 55' 56""E","GOA","NORTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","PERNEM RANGE","IBRAMPUR BLOCK","SAL BEAT",,,
"2023-03-07","14:39:11","SNPP","15° 17' 57""N","74° 11' 44""E","GOA","SOUTH GOA","WILDLIFE CIRCLE","NORTH GOA WILDLIFE DIVISION","MOLEM WLS RANGE","CALEM BLOCK","SIGAO BEAT",,,
"2023-03-08","01:29:59","SNPP","15° 03' 33""N","74° 08' 58""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","CANACONA RANGE","GAONDONDRI BLOCK","KINALKATO BEAT",,,
"2023-03-08","01:29:59","SNPP","15° 10' 07""N","74° 07' 16""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","QUEPEM RANGE","RIVONA BLOCK","RIVONA BEAT",,,
"2023-03-08","01:29:59","SNPP","15° 13' 01""N","74° 07' 49""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","QUEPEM RANGE","RIVONA BLOCK","SIRVOI BEAT",,,
"2023-03-08","01:29:59","SNPP","15° 13' 03""N","74° 07' 35""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","QUEPEM RANGE","RIVONA BLOCK","SIRVOI BEAT",,,
"2023-03-08","01:29:59","SNPP","15° 13' 30""N","74° 15' 32""E","GOA","SOUTH GOA","WILDLIFE CIRCLE","SOUTH GOA WILDLIFE DIVISION","NETRAVALI WLS RANGE","PATIEM BLOCK","POTREM BEAT",,,
"2023-03-08","01:29:59","SNPP","15° 18' 37""N","74° 11' 44""E","GOA","SOUTH GOA","WILDLIFE CIRCLE","NORTH GOA WILDLIFE DIVISION","MOLEM WLS RANGE","CALEM BLOCK","SIGAO BEAT",,,
"2023-03-08","01:29:59","SNPP","15° 18' 38""N","74° 11' 32""E","GOA","SOUTH GOA","WILDLIFE CIRCLE","NORTH GOA WILDLIFE DIVISION","MOLEM WLS RANGE","CALEM BLOCK","SIGAO BEAT",,,
"2023-03-08","01:29:59","SNPP","15° 26' 19""N","74° 14' 40""E","GOA","SOUTH GOA","WILDLIFE CIRCLE","NORTH GOA WILDLIFE DIVISION","MOLEM WLS RANGE","MOLEM BLOCK","SURLA -2 BEAT",,,
