Fire Date,Fire Time,Source,Latitude,Longitude,State,District,Circle,Division,Range,Block/Section/Round,Beat,Forest Block,Compartment No,
"2023-03-12","01:56:00","SNPP","15° 24' 13""N","74° 06' 17""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","COLEM RANGE","DHARBANDORA BLOCK","GURKHEM BEAT",,,
"2023-03-12","01:56:00","SNPP","15° 24' 13""N","74° 06' 17""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","PONDA RANGE","USGAO BLOCK","PILIEM BEAT",,,
"2023-03-13","01:37:05","SNPP","15° 09' 46""N","74° 09' 13""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","CURDI RANGE","COLOMBA BLOCK","COLOMBA BEAT",,,
"2023-03-13","01:37:05","SNPP","15° 09' 46""N","74° 09' 13""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","CURDI RANGE","VINCHUNDREM BLOCK","POTREM BEAT",,,
"2023-03-13","01:37:05","SNPP","15° 10' 02""N","74° 09' 36""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","CURDI RANGE","VINCHUNDREM BLOCK","POTREM BEAT",,,
"2023-03-16","13:30:35","SNPP","15° 01' 26""N","74° 13' 42""E","GOA","SOUTH GOA","WILDLIFE CIRCLE","SOUTH GOA WILDLIFE DIVISION","COTIGAO WLS RANGE","COTIGAO(NORTH) BLOCK","KUSKE BEAT",,,
"2023-03-16","13:30:35","SNPP","15° 01' 41""N","74° 13' 40""E","GOA","SOUTH GOA","WILDLIFE CIRCLE","SOUTH GOA WILDLIFE DIVISION","COTIGAO WLS RANGE","COTIGAO(NORTH) BLOCK","KUSKE BEAT",,,
"2023-03-23","01:49:51","SNPP","15° 16' 43""N","74° 08' 50""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","SANVORDEM BEAT",,,
"2023-03-24","14:21:12","SNPP","15° 19' 12""N","74° 12' 29""E","GOA","SOUTH GOA","WILDLIFE CIRCLE","NORTH GOA WILDLIFE DIVISION","MOLEM WLS RANGE","CALEM BLOCK","SIGAO BEAT",,,
"2023-03-26","13:43:22","SNPP","15° 07' 47""N","74° 06' 04""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","QUEPEM RANGE","RIVONA BLOCK","KERI BEAT",,,
"2023-03-26","13:43:22","SNPP","15° 21' 48""N","74° 10' 51""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","COLEM RANGE","MOLEM BLOCK","SUKTOLIM (N) BEAT",,,
"2023-03-30","14:08:40","SNPP","15° 04' 06""N","73° 58' 43""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","PISSORNEM RANGE","FATORPA BLOCK","COLA BEAT",,,
"2023-03-30","14:08:40","SNPP","15° 06' 57""N","74° 06' 10""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","QUEPEM RANGE","MAINA BLOCK","MAINA BEAT",,,
"2023-03-30","14:08:40","SNPP","15° 18' 15""N","74° 13' 25""E","GOA","SOUTH GOA","WILDLIFE CIRCLE","NORTH GOA WILDLIFE DIVISION","MOLEM WLS RANGE","CALEM BLOCK","CALEM BEAT",,,
"2023-04-01","13:30:49","SNPP","15° 22' 35""N","74° 03' 49""E","GOA","NORTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","PONDA RANGE","SHIRODA BLOCK","NIRANCAL BEAT",,,
"2023-04-02","02:02:37","SNPP","15° 44' 25""N","73° 53' 33""E","GOA","NORTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","PERNEM RANGE","PERNEM BLOCK","CHANDEL BEAT",,,
"2023-04-05","13:56:08","SNPP","15° 22' 58""N","74° 11' 14""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","COLEM RANGE","SANCORDA BLOCK","SANCORDEM BEAT",,,
"2023-04-10","14:02:31","SNPP","14° 56' 57""N","74° 06' 33""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","CANACONA RANGE","SHISHEVOL BLOCK","AMBADAFOND BEAT",,,
"2023-04-15","14:08:54","SNPP","15° 04' 54""N","74° 06' 03""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","PISSORNEM RANGE","PISSORNEM BLOCK","GOCULDEM BEAT",,,
"2023-04-16","13:49:16","SNPP","15° 16' 07""N","74° 11' 20""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","COLEM RANGE","CALEM BLOCK","BINDIMOL BEAT",,,
"2023-04-16","13:49:16","SNPP","15° 16' 46""N","74° 07' 53""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","SANVORDEM BEAT",,,
"2023-04-16","13:49:16","SNPP","15° 16' 58""N","74° 07' 51""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","SANVORDEM BEAT",,,
"2023-04-16","13:49:16","SNPP","15° 17' 00""N","74° 08' 04""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","SANVORDEM BEAT",,,
"2023-04-23","02:08:31","SNPP","15° 00' 59""N","74° 02' 01""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","CANACONA RANGE","CANACONA BLOCK","CHAPOLI BEAT",,,
"2023-04-27","13:43:07","SNPP","15° 24' 41""N","74° 08' 49""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","COLEM RANGE","SANCORDA BLOCK","SANCORDEM BEAT",,,
"2023-04-27","13:43:07","SNPP","15° 24' 51""N","74° 08' 33""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","COLEM RANGE","DHARBANDORA BLOCK","TALSAI BEAT",,,
"2023-04-27","13:43:07","SNPP","15° 24' 51""N","74° 08' 33""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","COLEM RANGE","SANCORDA BLOCK","SHIVDEM BEAT",,,
"2023-04-28","02:14:12","SNPP","15° 16' 45""N","74° 08' 53""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","SANVORDEM BEAT",,,
"2023-04-30","14:27:21","SNPP","15° 24' 27""N","74° 02' 55""E","GOA","NORTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","PONDA RANGE","USGAO BLOCK","CANDEPAR BEAT",,,
"2023-05-02","02:39:30","SNPP","15° 01' 09""N","74° 02' 23""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","CANACONA RANGE","CANACONA BLOCK","CHAPOLI BEAT",,,
"2023-05-02","02:39:30","SNPP","15° 01' 12""N","74° 02' 05""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","CANACONA RANGE","CANACONA BLOCK","CHAPOLI BEAT",,,
"2023-05-02","02:39:30","SNPP","15° 01' 12""N","74° 02' 05""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","PISSORNEM RANGE","GULEM BLOCK","PALOLEM BEAT",,,
"2023-05-05","14:33:44","SNPP","15° 23' 03""N","74° 00' 18""E","GOA","NORTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","PONDA RANGE","PONDA BLOCK","PONDA BEAT",,,
"2023-05-06","14:14:06","SNPP","15° 15' 26""N","74° 11' 34""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","COLEM RANGE","CALEM BLOCK","BINDIMOL BEAT",,,
"2023-05-06","14:14:06","SNPP","15° 15' 27""N","74° 11' 33""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","COLEM RANGE","CALEM BLOCK","BINDIMOL BEAT",,,
"2023-05-10","14:39:24","SNPP","15° 30' 35""N","74° 13' 17""E","GOA","NORTH GOA","WILDLIFE CIRCLE","NORTH GOA WILDLIFE DIVISION","MEDAI WLS RANGE","CARANZOL BLOCK","CARANZOL-3 BEAT",,,
"2023-05-18","13:49:01","SNPP","15° 01' 18""N","74° 04' 57""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","CANACONA RANGE","CANACONA BLOCK","SHELLER BEAT",,,
"2023-06-03","13:48:33","SNPP","15° 06' 19""N","74° 08' 09""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","QUEPEM RANGE","MAINA BLOCK","PIRLA BEAT",,,
"2023-12-13","02:18:51","SNPP","15° 16' 40""N","74° 08' 54""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","SANVORDEM BEAT",,,
"2023-12-17","02:44:10","SNPP","15° 16' 44""N","74° 08' 53""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","SANVORDEM BEAT",,,
"2023-12-17","02:44:10","SNPP","15° 16' 41""N","74° 08' 57""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","SANVORDEM BEAT",,,
"2023-12-25","01:54:30","SNPP","15° 16' 43""N","74° 08' 52""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","SANVORDEM BEAT",,,
"2023-12-26","14:25:09","SNPP","15° 34' 54""N","73° 50' 48""E","GOA","NORTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","PANAJI RANGE","BARDEZ - 2 BLOCK","BARDEZ - 2 BEAT",,,
"2024-01-15","02:00:24","SNPP","15° 16' 42""N","74° 08' 57""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","SANVORDEM BEAT",,,
"2024-01-18","13:53:55","SNPP","15° 17' 10""N","74° 09' 34""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","SANVORDEM BEAT",,,
"2024-01-25","13:23:10","SNPP","14° 55' 35""N","74° 06' 12""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","CANACONA RANGE","POINGUINIM BLOCK","LOLIEM BEAT",,,
"2024-01-25","13:23:10","SNPP","14° 55' 35""N","74° 06' 12""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","CANACONA RANGE","POINGUINIM BLOCK","POLEM BEAT",,,
"2024-01-31","02:00:38","SNPP","15° 16' 39""N","74° 08' 56""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","SANVORDEM BEAT",,,
"2024-02-05","02:06:18","SNPP","15° 16' 46""N","74° 08' 56""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","SANVORDEM BEAT",,,
"2024-02-10","02:12:41","SNPP","15° 16' 46""N","74° 08' 53""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","SANVORDEM BEAT",,,
"2024-02-24","14:00:03","SNPP","15° 17' 16""N","74° 07' 23""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","SANVORDEM BEAT",,,
"2024-02-24","14:00:03","SNPP","15° 17' 29""N","74° 07' 20""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","SANVORDEM BEAT",,,
"2024-02-24","14:00:03","SNPP","15° 17' 31""N","74° 07' 35""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","BANDOLI BEAT",,,
"2024-02-24","14:00:03","SNPP","15° 17' 31""N","74° 07' 35""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","SANVORDEM BEAT",,,
"2024-03-23","13:35:55","SNPP","15° 31' 13""N","74° 03' 35""E","GOA","NORTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","VALPOI RANGE","BHIRONDEM BLOCK","CUMARCONDA BEAT",,,
"2024-03-24","02:07:00","SNPP","15° 16' 41""N","74° 08' 56""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","SANVORDEM BEAT",,,
"2024-03-27","02:50:31","SNPP","15° 16' 39""N","74° 08' 56""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","SANVORDEM BEAT",,,
"2024-03-27","14:00:31","SNPP","15° 26' 20""N","74° 12' 20""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","COLEM RANGE","SANCORDA BLOCK","BOTTAR BEAT",,,
"2024-03-27","14:00:31","SNPP","15° 26' 33""N","74° 12' 18""E","GOA","SOUTH GOA","WILDLIFE CIRCLE","NORTH GOA WILDLIFE DIVISION","MOLEM WLS RANGE","MOLEM BLOCK","SURLA -1 BEAT",,,
"2024-03-27","14:00:31","SNPP","15° 26' 35""N","74° 12' 33""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","COLEM RANGE","SANCORDA BLOCK","BOTTAR BEAT",,,
"2024-03-27","14:00:31","SNPP","15° 26' 35""N","74° 12' 33""E","GOA","SOUTH GOA","WILDLIFE CIRCLE","NORTH GOA WILDLIFE DIVISION","MOLEM WLS RANGE","MOLEM BLOCK","SURLA -1 BEAT",,,
"2024-04-01","14:06:54","SNPP","15° 04' 07""N","74° 07' 24""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","QUEPEM RANGE","RIVONA BLOCK","KERI BEAT",,,
"2024-04-02","13:47:59","SNPP","15° 23' 59""N","74° 02' 27""E","GOA","NORTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","PONDA RANGE","PONDA BLOCK","BETORA BEAT",,,
"2024-04-02","13:47:59","SNPP","15° 23' 59""N","74° 02' 27""E","GOA","NORTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","PONDA RANGE","USGAO BLOCK","CANDEPAR BEAT",,,
"2024-04-03","13:29:46","SNPP","15° 09' 48""N","74° 13' 43""E","GOA","SOUTH GOA","WILDLIFE CIRCLE","SOUTH GOA WILDLIFE DIVISION","NETRAVALI WLS RANGE","BHATI BLOCK","BHATI BEAT",,,
"2024-04-04","13:10:51","SNPP","15° 17' 42""N","74° 09' 26""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","SANVORDEM BEAT",,,
"2024-04-04","13:10:51","SNPP","15° 17' 42""N","74° 09' 23""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","SANVORDEM BEAT",,,
"2024-04-07","13:54:22","SNPP","15° 18' 32""N","74° 04' 06""E","GOA","NORTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","PONDA RANGE","SHIRODA BLOCK","SHIRODA BEAT",,,
"2024-04-08","13:35:27","SNPP","15° 21' 22""N","74° 14' 20""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","COLEM RANGE","COLEM BLOCK","COLEM BEAT",,,
"2024-04-08","13:35:27","SNPP","15° 21' 53""N","74° 09' 23""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","COLEM RANGE","DHARBANDORA BLOCK","TATODI 2 BEAT",,,
"2024-04-08","13:35:27","SNPP","15° 21' 53""N","74° 09' 23""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","COLEM RANGE","MOLEM BLOCK","SUKTOLIM (N) BEAT",,,
"2024-04-08","13:35:27","SNPP","15° 22' 06""N","74° 09' 20""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","COLEM RANGE","DHARBANDORA BLOCK","TATODI 2 BEAT",,,
"2024-04-08","13:35:27","SNPP","15° 31' 32""N","74° 02' 55""E","GOA","NORTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","VALPOI RANGE","BHIRONDEM BLOCK","CUMARCONDA BEAT",,,
"2024-04-09","02:07:14","SNPP","15° 16' 40""N","74° 08' 57""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","SANGUEM RANGE","KIRLAPAL BLOCK","SANVORDEM BEAT",,,
"2024-04-28","14:00:59","SNPP","15° 22' 49""N","74° 13' 02""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","COLEM RANGE","MOLEM BLOCK","MOLEM (N) BEAT",,,
"2024-05-02","14:25:35","SNPP","15° 22' 01""N","74° 08' 49""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","NORTH GOA TERITORIAL DIVISION","COLEM RANGE","DHARBANDORA BLOCK","TATODI 2 BEAT",,,
"2024-05-05","02:19:32","SNPP","15° 02' 57""N","74° 09' 37""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","CANACONA RANGE","GAONDONDRI BLOCK","KINALKATO BEAT",,,
"2024-05-05","02:19:32","SNPP","15° 02' 57""N","74° 09' 37""E","GOA","SOUTH GOA","WILDLIFE CIRCLE","SOUTH GOA WILDLIFE DIVISION","NETRAVALI WLS RANGE","NETURVALI BLOCK","MANGAL BEAT",,,
"2024-05-10","13:35:12","SNPP","15° 03' 45""N","74° 01' 18""E","GOA","SOUTH GOA","TERITORIAL CIRCLE","SOUTH GOA TERITORIAL DIVISION","PISSORNEM RANGE","PISSORNEM BLOCK","BARCEM BEAT",,,
"2024-05-13","14:19:26","SNPP","15° 05' 12""N","74° 13' 53""E","GOA","SOUTH GOA","WILDLIFE CIRCLE","SOUTH GOA WILDLIFE DIVISION","NETRAVALI WLS RANGE","NETURVALI BLOCK","NETORLI BEAT",,,
